"행정구역별",2010
"전국",17492.2
"서울특별시",605.96
"부산광역시",943.38
"대구광역시",798.5
"인천광역시",585.33
"광주광역시",480.11
"대전광역시",494.96
"울산광역시",755.43
"경기도",3264.24
"강원도",1009.51
"충청북도",713.44
"충청남도",1041.04
"전라북도",891.13
"전라남도",1747.2
"경상북도",1831.36
"경상남도",1877.46
"제주특별자치도",453.17
