"면부","계","25~29세",200171,40870,51338,101524,25061,75536,927,6439,0
"면부","계","30~34세",208669,30534,56804,117126,32833,83658,635,4205,0
"면부","계","35~39세",247253,33579,71834,137677,40824,96194,659,4163,0
"면부","계","40~44세",269162,38838,84466,142977,43650,98442,885,2881,0
"면부","계","45~49세",316262,44683,111277,158168,50176,106912,1080,2134,0
"면부","계","50~54세",365302,53274,145124,165628,53777,110643,1208,1276,0
"면부","계","55~59세",331379,48736,144198,137221,48427,87846,948,1224,0
"면부","계","60~64세",319869,50284,150324,116315,44408,71172,735,2946,0
"면부","계","65~69세",334376,53120,169569,102770,43541,58463,766,8917,0
"면부","계","70~74세",365896,62763,198189,96538,45417,50173,948,8406,0
"면부","계","75세 이상",546145,89200,305881,137641,67506,65976,4159,13423,0
"면부","남자","합계",2126599,582292,755835,766813,238276,520471,8066,21659,0
"면부","남자","0~4세",76018,38931,17489,19248,7180,12062,6,350,0
"면부","남자","5~9세",84326,26766,26614,30687,11606,19033,48,259,0
"면부","남자","10~14세",110518,33099,35623,41523,14308,27105,110,273,0
"면부","남자","15~19세",116757,26500,34485,55344,15739,38455,1150,428,0
"면부","남자","20~24세",82612,18214,20911,42782,8562,33489,731,705,0
"면부","남자","25~29세",112810,26029,28943,56890,12779,43486,625,948,0
"면부","남자","30~34세",113024,22006,31671,58500,15567,42535,398,847,0
"면부","남자","35~39세",134919,26456,41205,66538,19336,46776,426,720,0
"면부","남자","40~44세",146837,31645,48828,65836,20163,45128,545,528,0
"면부","남자","45~49세",165215,37358,60747,66665,21088,44896,681,445,0
"면부","남자","50~54세",183431,45725,71591,65749,20274,44762,713,366,0
"면부","남자","55~59세",161345,41925,64853,54096,17812,35702,582,471,0
"면부","남자","60~64세",153685,43897,63778,44570,15505,28638,427,1440,0
"면부","남자","65~69세",145443,44433,60667,35820,12839,22575,406,4523,0
"면부","남자","70~74세",152010,51662,66741,29878,11723,17768,387,3729,0
"면부","남자","75세 이상",187649,67646,81689,32687,13795,18061,831,5627,0
"면부","여자","합계",2287941,236972,990637,1015955,368368,639099,8488,44377,0
"면부","여자","0~4세",71210,37019,16072,17775,6496,11274,5,344,0
"면부","여자","5~9세",76837,24932,23705,27854,10384,17447,23,346,0
"면부","여자","10~14세",102614,30410,33315,38626,13503,25066,57,263,0
"면부","여자","15~19세",104541,22544,29300,51872,14191,36857,824,825,0
"면부","여자","20~24세",84623,14968,19954,43472,9055,33767,650,6229,0
"면부","여자","25~29세",87361,14841,22395,44634,12282,32050,302,5491,0
"면부","여자","30~34세",95645,8528,25133,58626,17266,41123,237,3358,0
"면부","여자","35~39세",112334,7123,30629,71139,21488,49418,233,3443,0
"면부","여자","40~44세",122325,7193,35638,77141,23487,53314,340,2353,0
"면부","여자","45~49세",151047,7325,50530,91503,29088,62016,399,1689,0
"면부","여자","50~54세",181871,7549,73533,99879,33503,65881,495,910,0
"면부","여자","55~59세",170034,6811,79345,83125,30615,52144,366,753,0
"면부","여자","60~64세",166184,6387,86546,71745,28903,42534,308,1506,0
"면부","여자","65~69세",188933,8687,108902,66950,30702,35888,360,4394,0
"면부","여자","70~74세",213886,11101,131448,66660,33694,32405,561,4677,0
"면부","여자","75세 이상",358496,21554,224192,104954,53711,47915,3328,7796,0
"서울특별시","계","합계",9550206,519088,2815965,6041222,1103572,4928809,8841,173931,0
"서울특별시","계","0~4세",399196,183823,145609,64432,31094,33302,36,5332,0
"서울특별시","계","5~9세",412919,66334,225294,114639,51842,62593,204,6652,0
"서울특별시","계","10~14세",546417,52576,305289,183063,76183,106564,316,5489,0
"서울특별시","계","15~19세",622413,45950,330757,240248,100273,138883,1092,5458,0
"서울특별시","계","20~24세",601561,26462,255663,311743,96199,213681,1863,7693,0
"서울특별시","계","25~29세",896966,27093,328787,532084,147975,383004,1105,9002,0
"서울특별시","계","30~34세",860532,19600,287562,544077,144133,399488,456,9293,0
"서울특별시","계","35~39세",853474,17205,262968,563625,127244,435989,392,9676,0
"서울특별시","계","40~44세",799020,16421,185755,588034,89956,497719,359,8810,0
"서울특별시","계","45~49세",785791,16016,134608,626938,65239,561388,311,8229,0
"서울특별시","계","50~54세",778773,15057,118530,638007,61595,576090,322,7179,0
"서울특별시","계","55~59세",593822,9150,72715,506972,36198,470544,230,4985,0
"서울특별시","계","60~64세",469667,7304,55610,395231,29172,365889,170,11522,0
"서울특별시","계","65~69세",362538,6088,41820,293661,19197,274258,206,20969,0
"서울특별시","계","70~74세",263912,4467,30024,211447,13445,197714,288,17974,0
"서울특별시","계","75세 이상",303205,5542,34974,227021,13827,211703,1491,35668,0
